code1,course1,code2,course2
CS-111,Programmation,CIVIL-321,Modélisation numérique des solides et structures
CS-111,Programmation,BIO-463,Genomics and bioinformatics
CS-111,Programmation,MATH-468,Numerical methods for electromagnetics
CS-111,Programmation,MATH-251,Analyse numérique
CS-111,Programmation,COM-301,Network security
CS-111,Programmation,ENG-274,Programmation Matlab
CS-111,Programmation,CS-322,Introduction to database systems
CS-111,Programmation,CS-323,Introduction to operating systems
CS-111,Programmation,CS-320,Computer language processing
CS-111,Programmation,CS-321,Informatique du temps réel
CS-111,Programmation,CS-112,Programmation II
CS-111,Programmation,ENV-270,Information technology for engineer
CS-111,Programmation,CS-305,Software engineering
CS-111,Programmation,CS-112,Programmation II
CS-111,Programmation,ENG-209,Object-oriented programming and design
CS-111,Programmation,CS-452,Foundations of software
CS-111,Programmation,CS-212,Reactive programming
CS-111,Programmation,CS-473,Embedded systems
CS-111,Programmation,CS-108,Practice of object-oriented programming
CS-111,Programmation,CS-211,Introduction to visual computing
CS-111,Programmation,MATH-251,Analyse numérique
CS-111,Programmation,MICRO-455,Applied machine learning
CS-111,Programmation,FIN-525,Financial big data
CS-111,Programmation,CS-112,Programmation II
CS-111,Programmation,CS-323,Introduction to operating systems
CS-111,Programmation,CS-111,Programmation
CS-111,Programmation,CS-472,Design technologies for integrated systems
CS-111,Programmation,MATH-351,Advanced numerical analysis
CS-111,Programmation,EE-555,Systems and architectures for signal processing
CS-111,Programmation,COM-503,Performance evaluation
CS-111,Programmation,EE-490,Lab in Acoustics
CS-111,Programmation,CS-111,Programmation
CS-111,Programmation,CS-489,Personal interaction studio
CS-111,Programmation,CS-111,Programmation
CS-111,Programmation,MATH-250,Analyse numérique
CS-111,Programmation,MATH-150,Analyse numérique
CS-111,Programmation,MATH-458,Programming concepts in scientific computing
CS-111,Programmation,CS-207,Projet programmation système
CS-111,Programmation,MSE-370,Materials modelling 
CS-111,Programmation,MATH-454,Parallel and high-performance computing
CS-111,Programmation,EE-310,Microprogrammed Embedded Systems
CS-111,Programmation,MATH-453,Computational linear algebra
CS-111,Programmation,CS-112,Programmation II
CS-111,Programmation,MATH-451,Numerical approximation of PDE's I
HUM-419,Mythes de la Méditerranée ancienne I,HUM-419,Mythes de la Méditerranée ancienne I
CH-599,Master project in Molecular & Biological Chemistry,UNIL-102,Chimie générale II (pour BIO+PHA)
PHYS-319,Laboratoire de physique IIIa,PHYS-437,Diffraction methods in structural biology
PHYS-319,Laboratoire de physique IIIa,EE-201,Electromagnetics II : field computation
PHYS-319,Laboratoire de physique IIIa,MICRO-322,Ingénierie optique II
PHYS-319,Laboratoire de physique IIIa,MSE-300,Theory of materials : from structures to properties 
PHYS-319,Laboratoire de physique IIIa,PHYS-211,Laboratoire de physique IIb
PHYS-319,Laboratoire de physique IIIa,PHYS-200,Physics III
PHYS-319,Laboratoire de physique IIIa,PHYS-209,Astrophysics I : Introduction to astrophysics
ENG-209,Object-oriented programming and design,CS-112,Programmation II
ENG-209,Object-oriented programming and design,CS-321,Informatique du temps réel
ENG-209,Object-oriented programming and design,CS-112,Programmation II
ENG-209,Object-oriented programming and design,MATH-251,Analyse numérique
ENG-209,Object-oriented programming and design,CS-112,Programmation II
ENG-209,Object-oriented programming and design,MATH-150,Analyse numérique
ENG-209,Object-oriented programming and design,MATH-250,Analyse numérique
ENG-209,Object-oriented programming and design,MATH-251,Analyse numérique
ENG-209,Object-oriented programming and design,CS-112,Programmation II
ENG-209,Object-oriented programming and design,MATH-251,Analyse numérique
PHYS-317,Optics I,PHYS-449,Optics III
PHYS-317,Optics I,PHYS-318,Optics II
PHYS-316,Physique statistique II,PHYS-403,Computer simulation of physical systems I
PHYS-316,Physique statistique II,PHYS-436,Statistical physics IV
PHYS-316,Physique statistique II,PHYS-435,Statistical physics III
PHYS-316,Physique statistique II,EE-201,Electromagnetics II : field computation
PHYS-316,Physique statistique II,PHYS-437,Diffraction methods in structural biology
PHYS-316,Physique statistique II,PHYS-404,Computer simulation of physical systems II
PHYS-316,Physique statistique II,MICRO-322,Ingénierie optique II
PHYS-316,Physique statistique II,MSE-300,Theory of materials : from structures to properties 
PHYS-316,Physique statistique II,PHYS-428,Relativity and cosmology II
PHYS-316,Physique statistique II,PHYS-200,Physics III
PHYS-316,Physique statistique II,PHYS-209,Astrophysics I : Introduction to astrophysics
PHYS-316,Physique statistique II,PHYS-441,Statistical physics of biomacromolecules
PHYS-315,Physique statistique I,PHYS-403,Computer simulation of physical systems I
PHYS-315,Physique statistique I,PHYS-436,Statistical physics IV
PHYS-315,Physique statistique I,PHYS-435,Statistical physics III
PHYS-315,Physique statistique I,PHYS-404,Computer simulation of physical systems II
PHYS-315,Physique statistique I,PHYS-428,Relativity and cosmology II
PHYS-315,Physique statistique I,PHYS-316,Physique statistique II
PHYS-315,Physique statistique I,CH-446,Lasers and applications in chemistry
PHYS-315,Physique statistique I,PHYS-441,Statistical physics of biomacromolecules
PHYS-314,Physique quantique II,PHYS-437,Diffraction methods in structural biology
PHYS-314,Physique quantique II,PHYS-400,Selected topics in nuclear and particle physics
PHYS-314,Physique quantique II,EE-201,Electromagnetics II : field computation
PHYS-314,Physique quantique II,PHYS-415,Elementary particle physics I
PHYS-314,Physique quantique II,PHYS-416,Elementary particle physics II
PHYS-314,Physique quantique II,PHYS-431,Relativistic quantum fields I
PHYS-314,Physique quantique II,PHYS-425,Quantum physics III
PHYS-314,Physique quantique II,MICRO-322,Ingénierie optique II
PHYS-314,Physique quantique II,MSE-300,Theory of materials : from structures to properties 
PHYS-314,Physique quantique II,MSE-484,Properties of semiconductors and related nanostructures
PHYS-314,Physique quantique II,CH-462,Molecular Physics
PHYS-314,Physique quantique II,PHYS-428,Relativity and cosmology II
PHYS-314,Physique quantique II,PHYS-200,Physics III
PHYS-314,Physique quantique II,PHYS-209,Astrophysics I : Introduction to astrophysics
PHYS-314,Physique quantique II,PHYS-312,Nuclear and particle physics II
PHYS-314,Physique quantique II,PHYS-311,Nuclear and particle physics I 
PHYS-314,Physique quantique II,PHYS-453,Quantum electrodynamics and quantum optics
PHYS-313,Physique quantique I,PHYS-411,Physics of atoms nuclei and elementary particles
PHYS-313,Physique quantique I,PHYS-432,Relativistic quantum fields II
PHYS-313,Physique quantique I,PHYS-415,Elementary particle physics I
PHYS-313,Physique quantique I,PHYS-416,Elementary particle physics II
PHYS-313,Physique quantique I,PHYS-431,Relativistic quantum fields I
PHYS-313,Physique quantique I,MSE-484,Properties of semiconductors and related nanostructures
PHYS-313,Physique quantique I,CH-462,Molecular Physics
PHYS-313,Physique quantique I,EE-201,Electromagnetics II : field computation
PHYS-313,Physique quantique I,PHYS-428,Relativity and cosmology II
PHYS-313,Physique quantique I,PHYS-425,Quantum physics III
PHYS-313,Physique quantique I,PHYS-426,Quantum physics IV
PHYS-313,Physique quantique I,PHYS-400,Selected topics in nuclear and particle physics
PHYS-313,Physique quantique I,PHYS-437,Diffraction methods in structural biology
PHYS-313,Physique quantique I,PHYS-404,Computer simulation of physical systems II
PHYS-313,Physique quantique I,CH-360,Atomes et rayonnement
PHYS-313,Physique quantique I,PHYS-209,Astrophysics I : Introduction to astrophysics
PHYS-313,Physique quantique I,MICRO-322,Ingénierie optique II
PHYS-313,Physique quantique I,MSE-300,Theory of materials : from structures to properties 
PHYS-313,Physique quantique I,PHYS-316,Physique statistique II
PHYS-313,Physique quantique I,PHYS-314,Physique quantique II
PHYS-313,Physique quantique I,PHYS-312,Nuclear and particle physics II
PHYS-313,Physique quantique I,PHYS-311,Nuclear and particle physics I 
PHYS-313,Physique quantique I,PHYS-453,Quantum electrodynamics and quantum optics
PHYS-312,Nuclear and particle physics II,PHYS-411,Physics of atoms nuclei and elementary particles
PHYS-312,Nuclear and particle physics II,PHYS-400,Selected topics in nuclear and particle physics
PHYS-312,Nuclear and particle physics II,PHYS-415,Elementary particle physics I
PHYS-312,Nuclear and particle physics II,PHYS-440,Particle detection
PHYS-311,Nuclear and particle physics I ,PHYS-411,Physics of atoms nuclei and elementary particles
PHYS-311,Nuclear and particle physics I ,PHYS-400,Selected topics in nuclear and particle physics
PHYS-311,Nuclear and particle physics I ,PHYS-415,Elementary particle physics I
PHYS-311,Nuclear and particle physics I ,PHYS-416,Elementary particle physics II
PHYS-311,Nuclear and particle physics I ,PHYS-428,Relativity and cosmology II
PHYS-311,Nuclear and particle physics I ,PHYS-312,Nuclear and particle physics II
PHYS-311,Nuclear and particle physics I ,PHYS-440,Particle detection
PHYS-310,Solid state physics II,MSE-450,Electron microscopy: advanced methods
PHYS-310,Solid state physics II,PHYS-407,Frontiers in nanosciences
PHYS-310,Solid state physics II,PHYS-419,Physique du solide III
PHYS-310,Solid state physics II,MSE-484,Properties of semiconductors and related nanostructures
PHYS-310,Solid state physics II,MSE-422,Advanced metallurgy
PHYS-310,Solid state physics II,MSE-432,Introduction to magnetic materials in modern technologies
PHYS-310,Solid state physics II,PHYS-420,Solid State Physics IV
PHYS-310,Solid state physics II,MICRO-530,Nanotechnology
PHYS-310,Solid state physics II,PHYS-328,Physique des nouveaux matériaux
PREPA-032,Mathématiques 2A (pour MAN),MSE-205,Materials mechanics
PREPA-032,Mathématiques 2A (pour MAN),MATH-186,Mathematics II
AR-447,UE O : Béton. Matière de construction,AR-448,UE P : Béton. Construction et préfabrication
AR-447,UE O : Béton. Matière de construction,MSE-420,Cementitious materials (advanced)
AR-440,UE K : Architecture and Sustainability : performance studies ,AR-401,Studio MA1 (Gugger)
ME-445,Aerodynamics,MSE-480,Dielectric properties of materials
ME-445,Aerodynamics,ME-435,Aeroelasticity and fluid-structure interaction
ME-445,Aerodynamics,MSE-422,Advanced metallurgy
ME-445,Aerodynamics,ChE-401,Equilibrium-stage separation processes
ME-445,Aerodynamics,ChE-408,Eco-friendly production and process intensification
ME-445,Aerodynamics,ME-459,Thermal power cycles and heat pump systems
ME-445,Aerodynamics,CH-341,Chimie physique des interfaces
ME-445,Aerodynamics,CH-403,Mass spectrometry
ME-445,Aerodynamics,ME-551,Engines and fuel cells
ME-445,Aerodynamics,CH-423,Inorganic reactivity
ME-445,Aerodynamics,MSE-231,Ceramics structures and properties + TP
ME-445,Aerodynamics,MSE-465,Thin film fabrication processes
ME-445,Aerodynamics,CH-311,Molecular and cellular biophysic I
ME-445,Aerodynamics,CH-312,Molecular and cellular biophysic II
ME-445,Aerodynamics,ME-351,Thermodynamics and energetics II
ME-445,Aerodynamics,MSE-310,Deformation of materials
ME-445,Aerodynamics,MSE-326,Ceramic and colloidal processing + Laboratory work
ME-445,Aerodynamics,BIOENG-444,Advanced bioengineering methods laboratory
ME-445,Aerodynamics,MSE-479,Introduction to nanomaterials
ME-445,Aerodynamics,CH-453,Molecular quantum dynamics 
ME-445,Aerodynamics,ChE-303,Reactor theory
ME-445,Aerodynamics,ChE-304,Energy systems engineering
ME-445,Aerodynamics,CH-243,Electrochemistry of solutions
ME-445,Aerodynamics,CH-349,Chimie physique expérimentale
ME-445,Aerodynamics,ME-465,Advanced heat transfer
ME-445,Aerodynamics,ChE-410,Catalysis for emission control and energy processes
ME-445,Aerodynamics,MSE-304,Surfaces and interfaces
ME-445,Aerodynamics,MSE-302,Phase transformations
ME-445,Aerodynamics,BIO-379,Physiology lab II
ME-444,Hydrodynamics,ME-445,Aerodynamics
ME-444,Hydrodynamics,ME-466,Instability
ME-444,Hydrodynamics,ME-435,Aeroelasticity and fluid-structure interaction
ME-443,Acoustic Hydrodynamic,ME-466,Instability
EE-539,Electric filters,EE-200,Electromagnetics I : Transmission lines and waves
EE-539,Electric filters,EE-382,Electrical machines (for ME)
EE-539,Electric filters,EE-280,Electronics
MATH-101,Analyse I,CS-328,Numerical methods for visual computing
MATH-458,Programming concepts in scientific computing,CS-112,Programmation II
MATH-458,Programming concepts in scientific computing,CS-321,Informatique du temps réel
MATH-458,Programming concepts in scientific computing,CS-112,Programmation II
MATH-458,Programming concepts in scientific computing,MATH-251,Analyse numérique
MATH-458,Programming concepts in scientific computing,CS-112,Programmation II
MATH-458,Programming concepts in scientific computing,MATH-150,Analyse numérique
MATH-458,Programming concepts in scientific computing,MATH-250,Analyse numérique
MATH-458,Programming concepts in scientific computing,MATH-251,Analyse numérique
MATH-458,Programming concepts in scientific computing,MATH-454,Parallel and high-performance computing
MATH-458,Programming concepts in scientific computing,CS-112,Programmation II
MATH-458,Programming concepts in scientific computing,MATH-251,Analyse numérique
MATH-456,Numerical Analysis and Computational Mathematics,MSE-205,Materials mechanics
MATH-456,Numerical Analysis and Computational Mathematics,MATH-458,Programming concepts in scientific computing
MATH-456,Numerical Analysis and Computational Mathematics,MATH-186,Mathematics II
MATH-453,Computational linear algebra,CS-341,Introduction to computer graphics
MATH-453,Computational linear algebra,CS-308,Calcul quantique
MATH-453,Computational linear algebra,COM-309,Quantum information processing
MATH-453,Computational linear algebra,MATH-261,Discrete optimization
HUM-432,How people learn I,HUM-432,How people learn I
CS-110,Information Computation Communication,EE-555,Systems and architectures for signal processing
CS-110,Information Computation Communication,ENV-546,Geocomputation
CS-110,Information Computation Communication,ENV-270,Information technology for engineer
CS-110,Information Computation Communication,CIVIL-260,Computer-aided engineering (for GC)
CS-110,Information Computation Communication,ENG-209,Object-oriented programming and design
CS-110,Information Computation Communication,CS-251,Theory of computation
CS-110,Information Computation Communication,ENG-274,Programmation Matlab
HUM-418,Histoire de l'image I,HUM-321,Histoire de l'image B
HUM-418,Histoire de l'image I,HUM-418,Histoire de l'image I
HUM-418,Histoire de l'image I,HUM-416,Hommes / Machines I
PREPA-033,Physique (pour MAN),PHYS-209,Astrophysics I : Introduction to astrophysics
PREPA-033,Physique (pour MAN),EE-201,Electromagnetics II : field computation
PREPA-033,Physique (pour MAN),MICRO-322,Ingénierie optique II
PREPA-033,Physique (pour MAN),MSE-300,Theory of materials : from structures to properties 
PREPA-033,Physique (pour MAN),PHYS-437,Diffraction methods in structural biology
EE-320,Circuits intégrés I,EE-490,Lab in Acoustics
EE-320,Circuits intégrés I,EE-330,IC design II
EE-320,Circuits intégrés I,EE-490,Lab in Acoustics
EE-320,Circuits intégrés I,EE-521,Advanced analog and RF integrated circuits design II
EE-320,Circuits intégrés I,EE-520,Advanced analog and RF integrated circuits design I
HUM-401,Artistic practices I,HUM-401,Artistic practices I
PHYS-458,Metrology I,PHYS-204,Laboratoire de physique IIa
CIVIL-340,Etude et analyse des systèmes énergétiques,CIVIL-447,Modelling of energy systems
CIVIL-340,Etude et analyse des systèmes énergétiques,CIVIL-445,Hydraulic and energy networks
CIVIL-340,Etude et analyse des systèmes énergétiques,CIVIL-442,Integrated planning of energy infrastructures 
MICRO-561,Biomicroscopy I,MICRO-562,Biomicroscopy II
MICRO-561,Biomicroscopy I,BIO-443,Fundamentals of biophotonics
MICRO-561,Biomicroscopy I,BIOENG-444,Advanced bioengineering methods laboratory
MICRO-560,BioMEMS,EE-515,Fundamentals of biosensors and electronic biochips
MICRO-562,Biomicroscopy II,BIO-443,Fundamentals of biophotonics
MICRO-562,Biomicroscopy II,BIOENG-444,Advanced bioengineering methods laboratory
AR-131,Construction and sustainability I,AR-332,Construction and sustainability VI
AR-131,Construction and sustainability I,AR-331,Construction and sustainability V
AR-131,Construction and sustainability I,PHYS-335,Building physics V
AR-131,Construction and sustainability I,PHYS-336,Building physics VI
AR-131,Construction and sustainability I,AR-232,Construction and sustainability IV
AR-131,Construction and sustainability I,AR-231,Construction and sustainability III
AR-132,Construction and sustainability II,AR-332,Construction and sustainability VI
AR-132,Construction and sustainability II,AR-331,Construction and sustainability V
AR-132,Construction and sustainability II,PHYS-335,Building physics V
AR-132,Construction and sustainability II,PHYS-336,Building physics VI
AR-132,Construction and sustainability II,AR-232,Construction and sustainability IV
AR-132,Construction and sustainability II,AR-231,Construction and sustainability III
ETH-530,Advanced Topics in Nuclear Reactor Materials,MSE-270,Materials II
ETH-530,Advanced Topics in Nuclear Reactor Materials,MSE-271,Materials II + Laboratory Work
AR-202,Studio BA4 (Bakker & Blanc A.),AR-401,Studio MA1 (Gugger)
BIO-221,Biologie du développement,BIO-392,Introduction to oncology
UNIL-200,Biooriented chemistry,MSE-403,Materials Science
CS-450,Advanced algorithms,CS-435,Analytic algorithms
CS-452,Foundations of software,CS-422,Database systems
CS-108,Practice of object-oriented programming,CS-321,Informatique du temps réel
CS-108,Practice of object-oriented programming,CS-305,Software engineering
CS-108,Practice of object-oriented programming,MATH-150,Analyse numérique
CS-108,Practice of object-oriented programming,MATH-250,Analyse numérique
CS-108,Practice of object-oriented programming,MATH-251,Analyse numérique
CS-108,Practice of object-oriented programming,MATH-251,Analyse numérique
CS-108,Practice of object-oriented programming,MATH-251,Analyse numérique
CH-452,Computational methods in molecular quantum mechanics,PHYS-453,Quantum electrodynamics and quantum optics
CS-101,Advanced information computation communication I,CS-251,Theory of computation
PHYS-436,Statistical physics IV,PHYS-403,Computer simulation of physical systems I
PHYS-436,Statistical physics IV,PHYS-435,Statistical physics III
PHYS-436,Statistical physics IV,PHYS-404,Computer simulation of physical systems II
PHYS-436,Statistical physics IV,PHYS-428,Relativity and cosmology II
PHYS-436,Statistical physics IV,PHYS-316,Physique statistique II
PHYS-436,Statistical physics IV,PHYS-441,Statistical physics of biomacromolecules
PHYS-434,Physics of photonic semiconductor devices,PHYS-209,Astrophysics I : Introduction to astrophysics
PHYS-434,Physics of photonic semiconductor devices,EE-201,Electromagnetics II : field computation
PHYS-434,Physics of photonic semiconductor devices,MICRO-322,Ingénierie optique II
PHYS-434,Physics of photonic semiconductor devices,MSE-300,Theory of materials : from structures to properties 
PHYS-434,Physics of photonic semiconductor devices,PHYS-437,Diffraction methods in structural biology
PHYS-435,Statistical physics III,PHYS-403,Computer simulation of physical systems I
PHYS-435,Statistical physics III,PHYS-316,Physique statistique II
PHYS-435,Statistical physics III,PHYS-436,Statistical physics IV
PHYS-435,Statistical physics III,PHYS-404,Computer simulation of physical systems II
PHYS-432,Relativistic quantum fields II,PHYS-428,Relativity and cosmology II
PHYS-432,Relativistic quantum fields II,PHYS-400,Selected topics in nuclear and particle physics
PHYS-431,Relativistic quantum fields I,PHYS-428,Relativity and cosmology II
PHYS-431,Relativistic quantum fields I,PHYS-400,Selected topics in nuclear and particle physics
PHYS-439,Introduction to astroparticle physics,PHYS-433,Semiconductor physics and fundamentals of electronic devices
UNIL-100,Chimie analytique générale,UNIL-102,Chimie générale II (pour BIO+PHA)
ENV-508,Analyse et management des risques industriels,ENV-468,Environnements de travail risques professionnels
UNIL-101,Chimie générale I (pour BIO+PHA),ENV-200,Environmental chemistry
UNIL-101,Chimie générale I (pour BIO+PHA),MSE-211,Organic chemistry
UNIL-101,Chimie générale I (pour BIO+PHA),UNIL-103,Chemistry Laboratory I (For BIO)
UNIL-101,Chimie générale I (pour BIO+PHA),CH-263,Chimie inorganique
UNIL-101,Chimie générale I (pour BIO+PHA),UNIL-100,Chimie analytique générale
UNIL-101,Chimie générale I (pour BIO+PHA),UNIL-102,Chimie générale II (pour BIO+PHA)
UNIL-101,Chimie générale I (pour BIO+PHA),ENV-507,Fate and behaviour of organic pollutants
UNIL-101,Chimie générale I (pour BIO+PHA),UNIL-104,Chemistry Laboratory I (For PHA)
UNIL-101,Chimie générale I (pour BIO+PHA),UNIL-105,Chemistry Laboratory II (for PHA)
UNIL-101,Chimie générale I (pour BIO+PHA),MICRO-270,Chemistry of surfaces
HEP-403,Didactique des mathématiques au secondaire II,MSE-205,Materials mechanics
HEP-403,Didactique des mathématiques au secondaire II,MATH-186,Mathematics II
ENV-503,Environmental bioprocess design,ENV-506,Environmental bioprocesses: practical lab
MSE-236,Metals and alloys + Laboratory Work,MSE-311,Corrosion and protection of metals + Laboratory Work
MSE-236,Metals and alloys + Laboratory Work,MSE-424,Fracture of materials
MSE-236,Metals and alloys + Laboratory Work,MSE-441,Electrochemistry for materials technology
MSE-230,Polymers structure and properties,MSE-360,Polymer processing + Laboratory Work
MSE-230,Polymers structure and properties,MSE-451,Polymer morphological characterization techniques
MSE-230,Polymers structure and properties,MSE-430,Life cycle engineering of polymers
MSE-230,Polymers structure and properties,MSE-424,Fracture of materials
MSE-230,Polymers structure and properties,MSE-464,Assembly techniques
MSE-231,Ceramics structures and properties + TP,MSE-424,Fracture of materials
PHYS-323,Astrophysics II,PHYS-402,Astrophysics IV : Observational cosmology
PHYS-323,Astrophysics II,PHYS-401,Astrophysics III : Stellar and galactic dynamics
PHYS-320,Laboratoire de physique IIIb,PHYS-437,Diffraction methods in structural biology
PHYS-320,Laboratoire de physique IIIb,EE-201,Electromagnetics II : field computation
PHYS-320,Laboratoire de physique IIIb,MICRO-322,Ingénierie optique II
PHYS-320,Laboratoire de physique IIIb,MSE-300,Theory of materials : from structures to properties 
PHYS-320,Laboratoire de physique IIIb,PHYS-211,Laboratoire de physique IIb
PHYS-320,Laboratoire de physique IIIb,PHYS-200,Physics III
PHYS-320,Laboratoire de physique IIIb,PHYS-209,Astrophysics I : Introduction to astrophysics
PHYS-324,Classical electrodynamics,PHYS-428,Relativity and cosmology II
PHYS-324,Classical electrodynamics,PHYS-427,Relativity and cosmology I
PHYS-324,Classical electrodynamics,PHYS-325,Physique des plasmas I
PHYS-325,Physique des plasmas I,PHYS-437,Diffraction methods in structural biology
PHYS-325,Physique des plasmas I,EE-201,Electromagnetics II : field computation
PHYS-325,Physique des plasmas I,MICRO-322,Ingénierie optique II
PHYS-325,Physique des plasmas I,MSE-300,Theory of materials : from structures to properties 
PHYS-325,Physique des plasmas I,PHYS-423,Plasma physics II
PHYS-325,Physique des plasmas I,PHYS-209,Astrophysics I : Introduction to astrophysics
PHYS-325,Physique des plasmas I,PHYS-424,Plasma physics III
ENG-272,Fluid mechanics (for SIE),ENV-525,Physics and hydrology of snow
ENG-272,Fluid mechanics (for SIE),ENV-304,Génie sanitaire gestion des eaux et des déchets
ENG-272,Fluid mechanics (for SIE),ME-462,Cavitation and interface phenomena
ENG-272,Fluid mechanics (for SIE),ME-445,Aerodynamics
ENG-272,Fluid mechanics (for SIE),ME-443,Acoustic Hydrodynamic
ENG-272,Fluid mechanics (for SIE),ME-371,Discretization methods in fluids
PHYS-328,Physique des nouveaux matériaux,PHYS-209,Astrophysics I : Introduction to astrophysics
PHYS-328,Physique des nouveaux matériaux,EE-201,Electromagnetics II : field computation
PHYS-328,Physique des nouveaux matériaux,MICRO-322,Ingénierie optique II
PHYS-328,Physique des nouveaux matériaux,MSE-300,Theory of materials : from structures to properties 
PHYS-328,Physique des nouveaux matériaux,PHYS-437,Diffraction methods in structural biology
ENG-274,Programmation Matlab,CS-321,Informatique du temps réel
ENG-274,Programmation Matlab,ENG-466,Distributed intelligent systems
ENG-274,Programmation Matlab,MATH-251,Analyse numérique
ENG-274,Programmation Matlab,MATH-150,Analyse numérique
ENG-274,Programmation Matlab,MATH-250,Analyse numérique
ENG-274,Programmation Matlab,MATH-251,Analyse numérique
ENG-274,Programmation Matlab,MATH-453,Computational linear algebra
ENG-274,Programmation Matlab,MATH-251,Analyse numérique
MATH-599,Master project in Mathematics,MSE-205,Materials mechanics
MATH-599,Master project in Mathematics,MATH-186,Mathematics II
MATH-597,Engineering internship credited with master project (master in Mathematical Sciences),MSE-205,Materials mechanics
MATH-596,Engineering internship (master in Applied Mathematics),MSE-205,Materials mechanics
PHYS-101,General physics I,PHYS-201,General physics III
PHYS-101,General physics I,PHYS-437,Diffraction methods in structural biology
PHYS-101,General physics I,MSE-203,Continuum mechanics 
PHYS-101,General physics I,PHYS-106,Laboratoire de physique (métrologie) Ib
PHYS-101,General physics I,PHYS-201,General physics III
PHYS-101,General physics I,PHYS-106,Laboratoire de physique (métrologie) Ib
PHYS-101,General physics I,PHYS-106,Laboratoire de physique (métrologie) Ib
PHYS-101,General physics I,MICRO-322,Ingénierie optique II
PHYS-101,General physics I,MSE-300,Theory of materials : from structures to properties 
PHYS-101,General physics I,PHYS-106,Laboratoire de physique (métrologie) Ib
PHYS-101,General physics I,PHYS-106,Laboratoire de physique (métrologie) Ib
PHYS-101,General physics I,PHYS-106,Laboratoire de physique (métrologie) Ib
PHYS-101,General physics I,PHYS-106,Laboratoire de physique (métrologie) Ib
PHYS-101,General physics I,EE-201,Electromagnetics II : field computation
PHYS-101,General physics I,PHYS-106,Laboratoire de physique (métrologie) Ib
PHYS-101,General physics I,PHYS-209,Astrophysics I : Introduction to astrophysics
PHYS-101,General physics I,PHYS-201,General physics III
PHYS-101,General physics I,PHYS-114,General physics II
AR-452,Architecture and construction of the city II,AR-401,Studio MA1 (Gugger)
AR-452,Architecture and construction of the city II,AR-402,Studio MA2 (Gugger)
AR-452,Architecture and construction of the city II,AR-401,Studio MA1 (Gugger)
AR-451,Architecture and construction of the city I,AR-452,Architecture and construction of the city II
AR-451,Architecture and construction of the city I,AR-401,Studio MA1 (Gugger)
AR-451,Architecture and construction of the city I,AR-402,Studio MA2 (Gugger)
AR-451,Architecture and construction of the city I,AR-401,Studio MA1 (Gugger)
AR-457,Architecture and cities design of Islam,AR-402,Studio MA2 (Gugger)
AR-455,Urbanism and Territories,PENS-490,ENAC project
AR-455,Urbanism and Territories,AR-456,Urbanism in Asia
ME-432,Fracture mechanics,CIVIL-429,Reservoir mechanics for geo-energy and the environment
CS-110,Information Computation Communication,CIVIL-260,Computer-aided engineering (for GC)
MATH-111,Algèbre linéaire,CS-341,Introduction to computer graphics
MATH-111,Algèbre linéaire,CS-328,Numerical methods for visual computing
MATH-111,Algèbre linéaire,MATH-261,Discrete optimization
MSE-352,Introduction to microscopy + Laboratory work,PHYS-433,Semiconductor physics and fundamentals of electronic devices
MATH-207,Analyse IV ,PHYS-105,Advanced physics II
MATH-207,Analyse IV ,CH-161,Chimie générale
MATH-207,Analyse IV ,BIO-244,Physical biology of the Cell II
MATH-207,Analyse IV ,MATH-207,Analyse IV 
MATH-207,Analyse IV ,EE-205,Circuits and systems II
MATH-207,Analyse IV ,EE-204,Circuits and systems I
MATH-207,Analyse IV ,EE-201,Electromagnetics II : field computation
MATH-207,Analyse IV ,EE-200,Electromagnetics I : Transmission lines and waves
MATH-207,Analyse IV ,COM-502,Dynamical system theory for engineers
MATH-207,Analyse IV ,CH-161,Chimie générale
MATH-207,Analyse IV ,PHYS-207,General physics IV
MATH-207,Analyse IV ,PHYS-201,General physics III
MATH-207,Analyse IV ,MATH-468,Numerical methods for electromagnetics
MATH-207,Analyse IV ,MATH-501,L-functions and random matrices
MATH-207,Analyse IV ,CH-160,Advanced general chemistry
MATH-207,Analyse IV ,CS-328,Numerical methods for visual computing
MATH-207,Analyse IV ,PHYS-101,General physics I
MATH-207,Analyse IV ,MATH-251,Analyse numérique
MATH-207,Analyse IV ,CS-433,Pattern classification and machine learning
MATH-207,Analyse IV ,MATH-106,Analyse II
MATH-207,Analyse IV ,CS-434,Unsupervised and reinforcement learning in neural networks
MATH-207,Analyse IV ,PHYS-207,General physics IV
MATH-207,Analyse IV ,PHYS-101,General physics I
MATH-207,Analyse IV ,EE-105,Electrical engineering science and technology (Spring)
MATH-207,Analyse IV ,ME-201,Mechanics of continuous media
MATH-207,Analyse IV ,CH-161,Chimie générale
MATH-207,Analyse IV ,PHYS-201,General physics III
MATH-207,Analyse IV ,ME-332,Mechanical vibrations
MATH-207,Analyse IV ,MATH-458,Programming concepts in scientific computing
MATH-207,Analyse IV ,MATH-341,Linear models
MATH-207,Analyse IV ,MATH-457,Numerical approximation of PDE's II
MATH-207,Analyse IV ,ME-324,Multivariable systems
MATH-207,Analyse IV ,ME-325,Automatique + TP
MATH-207,Analyse IV ,CH-160,Advanced general chemistry
MATH-207,Analyse IV ,MICRO-421,Image optics 
MATH-207,Analyse IV ,PHYS-101,General physics I
MATH-207,Analyse IV ,BIOENG-312,Fluid mechanics for SV
